sku,quantity,price
1052514,,3.49
1405084,,8.46
1490977,,5.02
2140718,0,
2251743,,24.06
2267506,,3.49
3690726,0,
3713113,0,
3729819,0,
3955983,,27.36
3957117,,4.24
3980282,,6.43
4083446,,4.04
4092213,,13.80
4092893,0,
4109296,,18.07
4113441,0,
4125213,,25.80
4127654,,3.79
4155162,0,
4201914,0,
4219779,0,
4247868,,6.40
4259923,0,
4268757,0,
4283489,0,
4300719,0,
4304712,0,
4309235,,4.23
4319374,0,
4319543,0,
4327339,,9.27
4331593,,3.49
4332374,,4.24
4355122,0,
4355517,0,
660412,0,
640622,,4.23
760644,0,
810746,,3.61
