sku,quantity,price
1386927,,11.94
1418763,,3.49
1593710,0,
1887057,,6.96
1900519,,5.50
2015103,,64.54
2162039,0,
2429997,,6.50
2813564,0,
3424560,0,
3597513,,5.68
3674575,0,
3675094,0,
3682900,,7.99
3686969,,22.14
3688582,0,
3699537,0,
3702189,0,
3728579,0,
3739559,0,
3769549,,3.49
3775148,0,
3781938,0,
3791014,0,
3810141,0,
3860483,0,
3898251,,4.90
3901737,,6.20
3907568,0,
3907896,0,
3934245,0,
3943121,0,
4045468,,10.14
4051936,,8.81
4154427,,8.08
4176388,,4.78
4263376,,4.08
4317538,,7.99
4322714,,5.92
888493,,3.75
