sku,quantity,price
1189089,,9.86
1318545,4,
1638036,,11.06
1810480,,4.21
2152406,0,
2152765,0,
2153116,0,
2153448,0,
2153678,0,
2154112,0,
2154492,0,
2154566,0,
2154597,0,
2155144,0,
2156747,0,
2160427,0,
2162490,0,
2162926,0,
2163635,0,
2164446,0,
2165294,0,
2165373,0,
2165427,0,
2167043,0,
2291648,,8.42
2561734,,6.36
3107472,,3.77
4056811,,6.82
4215384,,16.72
4224990,,25.62
4320285,,11.80
4333868,,42.19
4333916,,8.03
4375468,,8.18
4377194,,11.07
4380129,,7.40
4382188,,10.01
4385245,,16.57
4385838,,4.05
4390730,,15.90
