sku,quantity,price
1540229,,16.46
1706975,,3.60
2030026,3,
2397741,,74.99
2699654,,10.13
3035029,,38.91
3648206,6,
3702998,,8.44
3910326,0,
3920236,0,
3925001,0,
3939149,0,
3940866,0,
3945796,0,
3958858,0,
3963041,0,
3964913,0,
3965769,0,
4024423,0,
4037996,0,
4042997,0,
4044216,,7.63
4047380,0,
4048798,0,
4049492,0,
4066237,,7.00
4075243,0,
4078031,0,
4078143,0,
4080027,0,
4184916,,4.14
4251386,,25.04
4323398,,142.09
4326234,,20.56
4353277,,27.28
4360845,,7.21
4374188,,9.00
4386683,,7.24
951580,,3.61
952885,,10.45
