sku,quantity,price
1126207,3,3.49
1185292,,4.23
1331348,,10.80
1972388,3,
2170708,0,
2187126,0,
2189127,0,
2189175,0,
2189229,0,
2190075,0,
2190227,0,
2191059,0,
2194408,0,
2196377,0,
2199198,0,
2209153,0,
2209681,0,
2210958,0,
2213949,0,
2215840,0,
2220882,0,
2221871,0,
2222513,0,
2231352,0,
2291109,,14.45
2772125,2,4.11
2833352,2,3.49
3230085,,18.23
3259979,3,3.49
3543829,,3.49
3777184,3,
3902431,3,3.49
4144989,,10.48
4160524,,3.49
4295613,,4.24
4305328,,6.21
4334215,,40.86
4358952,,14.09
4398711,,6.35
750385,2,
