sku,quantity,price
1058157,0,
1095092,0,
1193628,0,
1238871,,5.87
1372787,,19.93
1400727,0,
1461147,0,
1519498,0,
1675789,0,
1692655,,8.06
2139881,0,
2148754,0,
2170550,0,
2189576,0,
2195885,0,
2481461,0,
3024454,,3.49
3159278,,3.49
3382578,,8.53
3583622,,8.31
3628347,,5.01
3700730,,10.17
3748252,,12.52
4178727,,5.02
4178921,,169.99
4307520,0,
4307717,0,
4311898,,80.61
4314400,,4.16
4317027,0,
4347672,,4.07
4348445,,3.49
4351512,,7.93
4360461,0,
986693,0,
999957,,4.11
712425,0,
784040,,3.49
875819,0,
933073,,3.66
