sku,quantity,price
1002859,0,
1023917,0,
1054213,0,
1063223,,56.03
1095904,0,
1204332,0,
1209979,0,
1233417,0,
1251494,0,
1253268,0,
1254019,2,5.41
1278674,0,
1327135,,3.53
1425227,0,
1474511,0,
1483649,0,
1499509,0,
1619778,0,
1728057,0,
1810682,,5.93
1864294,0,
1902056,0,
2030431,0,
2405170,2,4.24
3841476,,29.42
3916400,0,
4025170,,10.86
4030536,,26.13
4175335,,18.93
4330082,,9.83
4330907,,95.63
4332940,,17.23
4333474,,15.79
4336102,,9.05
4337242,,92.62
4343225,,11.90
4380177,,4.19
992385,2,3.64
729472,,7.57
908777,,3.90
