sku,quantity,price
1414839,2,
1762537,,16.39
2383857,,4.09
2540366,,3.53
3039658,,36.24
3091972,,4.77
3390284,,4.09
3531611,,8.49
3628730,,3.92
3733034,,6.55
3977707,0,
3978221,0,
3978903,0,
3980575,0,
3981799,0,
3982852,0,
3983499,0,
3984263,0,
3985149,0,
3991113,0,
3991616,0,
3994789,0,
3995090,0,
3997748,0,
3997818,0,
3997846,0,
3999830,0,
4000672,0,
4000684,0,
4000965,0,
4007969,,5.65
4058131,,12.84
4117918,,3.60
4142983,,168.04
4216843,,15.72
4282778,,10.00
4293942,,18.95
4320828,,3.53
4359157,,7.31
735427,,31.41
