sku,quantity,price
1160246,0,
1437196,0,
1911766,,3.49
2212799,0,
2294564,0,
2372449,0,
2539985,,3.63
2698415,0,
3031096,0,
3129558,,8.36
3239806,,4.14
3242117,0,
3385594,,5.99
3599500,0,
3668720,0,
3794763,0,
3811623,0,
3865530,,3.57
3966434,0,
4039436,0,
4084690,,14.86
4088430,0,
4116699,,5.02
4120397,,3.79
4190222,0,
4276554,,4.98
4295302,,5.14
4299028,,4.01
4299613,,3.52
4303837,,5.31
4304265,,11.54
4316972,,15.56
4321506,,7.00
4323026,0,
4329708,0,
4333082,0,
4337912,,9.88
4345875,0,
761714,,3.72
762334,,7.79
