sku,quantity,price
1019082,,9.90
1041350,0,
1041631,0,
1268828,,63.63
1796923,0,
1966290,,8.87
2018518,0,
2037824,,9.66
2174782,0,
2186503,0,
2203426,0,
2238188,0,
2383160,0,
2405748,0,
2581268,0,
2584247,0,
2689612,0,
2712863,0,
3347184,0,
3356675,,6.07
3607744,,8.19
3713258,0,
3837826,,4.21
3863431,,94.33
3904957,0,
3963194,0,
4050002,,25.81
4082047,0,
4158027,,13.52
4211629,,10.15
4231536,0,
4292451,,25.48
4335653,,9.71
4336174,,14.44
4338271,,6.08
4353312,,12.32
4356021,,4.24
685025,,3.90
725075,,5.96
764630,,4.19
