sku,quantity,price
1025093,,4.24
1474790,,3.49
1514972,0,
1517704,,40.50
1658207,0,
1949469,0,
2007310,0,
2025474,,5.96
2379225,0,
2472038,,9.92
2496261,0,
2671402,0,
2791199,0,
2857998,0,
2879892,0,
3054752,0,
3118700,0,
3156699,0,
3258767,0,
3266617,,3.49
3267877,,7.00
3576791,0,
3614056,0,
3636602,0,
3654980,0,
3704914,,8.76
3776863,,6.48
4113273,,22.27
4119178,,3.51
4121100,,5.06
4125961,0,
4143322,0,
4271010,,10.44
4317831,,12.94
4319132,,3.99
4319312,,16.32
4356715,,21.50
4356782,,3.60
4357973,,48.99
872041,,3.49
