sku,quantity,price
1265997,,4.00
1467793,,3.94
1576844,,3.49
2494328,,3.74
2831041,,5.16
3052913,,4.24
3168651,,12.74
3181248,,27.74
3574625,,9.10
3649778,0,
3655231,0,
3655352,0,
3655940,0,
3656654,0,
3657484,0,
3658596,0,
3658703,0,
3661433,0,
3662312,0,
3663189,0,
3663477,0,
3664059,0,
3664397,0,
3664598,0,
3667197,0,
3667673,0,
3670472,0,
3672138,0,
3673615,0,
3789931,,7.78
3817765,,4.24
4238020,,4.23
4254355,,20.25
4308539,,3.80
4311415,,4.23
4318769,,4.23
4334031,,107.35
4337225,,3.49
997560,,13.63
847033,,3.49
