sku,quantity,price
1003356,,3.49
2008730,,4.24
2348869,,4.81
2410486,0,
2482946,,4.24
2557062,0,
2589779,0,
2603146,0,
2605675,0,
2701633,0,
2720456,,3.49
3037833,0,
3055218,0,
3069253,0,
3126979,0,
3136163,0,
3205373,0,
3224078,0,
3228924,0,
3300856,,3.49
3416515,,3.83
3613867,,4.24
3631769,,7.51
3671315,,5.02
3676550,,4.17
3742493,,7.00
3982062,,11.05
4088875,,5.02
4170523,,3.78
4185997,,11.57
4211705,,16.75
4220512,,14.88
4298152,,26.86
663004,,3.49
753983,0,
759514,0,
773448,0,
820546,0,
860136,0,
919005,0,
