sku,quantity,price
1335101,,3.55
1465680,,12.44
2428950,1,4.03
2448789,,10.40
2983986,,10.18
3333354,,7.77
3362785,,4.21
3760354,,3.81
3829127,,10.79
3910655,1,3.90
4013269,,4.22
4156259,,8.74
4169272,1,7.81
4218625,0,
4221407,0,
4221727,0,
4221746,0,
4222069,,6.33
4223190,0,
4235770,0,
4242781,0,
4247118,0,
4249149,0,
4249829,0,
4249934,0,
4268850,0,
4275532,0,
4276017,0,
4277571,0,
4279705,0,
4284403,0,
4292678,0,
4295535,0,
4298406,0,
4299000,,4.99
4308021,,14.15
4351223,,6.42
720600,2,11.18
756061,1,7.57
815438,,21.07
