sku,quantity,price
1101969,9,
1698560,,5.29
2066486,,3.49
2072939,2,
2140254,0,
2141156,0,
2141271,0,
2142532,0,
2142660,0,
2142830,0,
2143325,0,
2143371,0,
2143970,0,
2144195,0,
2144399,0,
2148199,0,
2149644,0,
2149805,0,
2150355,0,
2150971,0,
2154619,0,
2154660,0,
2156533,0,
2162847,0,
2273034,,26.85
2384516,1,
2574060,,13.79
3636878,2,
3753162,,5.43
3786771,,15.71
4030039,,14.40
4193102,,7.73
4263726,,11.53
4283634,,47.89
4334777,,45.05
685102,,4.23
644737,2,
725113,3,
846577,,3.49
933103,2,
