sku,quantity,price
1027597,0,
1080638,0,
1152984,0,
1317924,,4.81
1429877,,10.04
1466335,,26.89
1470651,,9.28
1827892,0,
1996024,,4.24
2038626,,5.78
2052474,,8.13
2150016,0,
2377407,,8.07
3260484,0,
3669664,0,
3671750,0,
3740186,,3.81
3749689,0,
3820300,0,
3844950,0,
3847083,0,
3881169,,10.00
3883651,,3.49
3924538,,3.88
3936534,,4.23
3952301,,9.73
4001299,0,
4042001,0,
4061808,0,
4065508,,8.58
4080454,,8.03
4117326,0,
4130237,0,
4212177,,3.85
4227516,,16.82
4251169,0,
4294802,,19.73
4299946,,16.05
4321619,0,
4351261,0,
