sku,quantity,price
1185411,,5.04
2268267,,4.24
2365658,,3.60
2455336,,4.19
3121624,,4.20
3464776,,14.54
3612337,,3.72
3675436,0,
3676248,0,
3677595,0,
3678759,0,
3679290,0,
3679327,0,
3679418,0,
3679493,0,
3679681,0,
3680600,0,
3680756,0,
3681076,0,
3681238,0,
3681257,0,
3681555,0,
3681898,0,
3681972,0,
3682150,0,
3682315,0,
3682723,0,
4159512,,18.84
4192188,,65.72
4221638,,4.10
4225069,,7.04
4235938,,10.64
4293569,,8.62
4353474,,54.39
4373119,,8.84
4378168,,6.87
4378720,,19.78
4382509,,6.11
695666,,4.24
925679,,12.16
