sku,quantity,price
1005574,2,
2285736,5,
2602119,,7.79
3029292,,4.19
3437884,,9.91
3465030,,4.12
3487690,,5.75
3651444,3,
3780913,2,
3826509,,4.90
3917147,,3.63
4102421,0,
4102493,0,
4102523,0,
4103139,0,
4103156,0,
4103181,0,
4103209,0,
4103314,0,
4103343,0,
4104413,0,
4104621,0,
4104782,0,
4106963,0,
4107108,0,
4107803,0,
4108579,0,
4108629,0,
4108662,0,
4108688,0,
4108847,0,
4136096,1,
4137348,,69.58
4303184,,14.87
4309899,,3.74
4319721,,12.16
4385558,,6.95
4397787,,7.42
791146,,5.18
937202,,3.72
