sku,quantity,price
1291529,,26.65
1715669,,9.78
2150378,0,
2294207,0,
2435657,0,
2464195,,5.60
2487598,0,
2559305,0,
3103078,0,
3171986,,3.49
3208652,,38.76
3218973,,7.93
3564839,,5.57
3576696,0,
3594123,0,
3594383,,4.04
3649144,0,
3687561,,3.49
3695326,0,
3740534,0,
3815115,0,
3844070,0,
4002910,0,
4012143,0,
4071379,0,
4154475,,75.37
4255471,,10.81
4257965,,9.64
4327141,,5.10
4329537,,11.08
4329796,,9.32
4331268,,5.72
4332119,0,
4333256,,5.30
4334160,,19.30
4334752,0,
4334958,,15.42
4344456,0,
4356069,0,
890095,,9.49
