sku,quantity,price
1063574,,7.68
1792348,,4.17
1953344,,3.54
2209961,,7.48
2296962,,5.70
2460612,,6.46
2970478,,18.60
3010980,,3.49
3421982,,8.41
3613409,0,
3613901,0,
3614419,0,
3614600,0,
3614720,0,
3615458,0,
3615706,0,
3615718,0,
3615740,0,
3616044,0,
3616106,0,
3616759,0,
3617019,0,
3618863,0,
3621474,0,
3621690,0,
3625138,0,
3625226,0,
3625522,0,
3626012,0,
4216331,,3.98
4227340,,14.50
4250566,,8.80
4297006,,7.06
4306291,,5.43
4379427,,32.84
4383119,,5.12
4389265,,80.07
4395923,,12.51
795649,,4.11
813802,,19.12
