sku,quantity,price
1321467,0,
1348736,0,
1361024,0,
1367673,0,
1402230,0,
1415637,0,
1439943,0,
1459529,0,
1469810,0,
1509228,0,
1526062,0,
1526124,0,
1526528,0,
1533311,0,
1540425,0,
1553618,3,
2148861,0,
2310790,,4.99
3402799,5,
3770313,,3.49
3773343,3,
3917748,,11.60
4034797,,3.86
4084519,,3.94
4121835,,5.77
4146677,,5.89
4150625,,20.88
4151068,,9.90
4230869,5,
4244508,,4.11
4272313,,7.35
4319968,,7.11
4351777,,28.29
4357327,,12.15
4359759,,4.05
4363908,,8.82
4364079,0,
739765,0,
849738,0,
943842,0,
