sku,quantity,price
1324801,,3.49
1387162,,8.05
1934467,,4.05
2251056,,3.49
2269317,,84.97
2376635,0,
2399792,,3.92
2400431,,4.24
2417637,,3.49
3290413,,71.01
3321125,,10.27
3348409,,13.02
3603589,,54.26
3666664,0,
3796249,0,
3827357,0,
4172406,,8.49
4253584,,10.77
4259730,,10.16
4274664,0,
4312143,0,
4312337,0,
4317532,0,
4318757,0,
4321646,,99.60
4322157,,14.71
4322805,0,
4322821,0,
4323215,0,
4324192,0,
4324234,0,
4328093,0,
4328781,0,
4329109,0,
4329315,0,
4330119,0,
4360800,0,
861430,,48.37
862397,,4.09
874450,,3.85
