sku,quantity,price
1732794,,9.87
2075539,0,
2161054,0,
2172956,0,
2209451,5,
2354651,,15.70
2403298,2,67.70
2577800,,5.36
4000955,,7.46
4103628,,7.00
4108843,,8.15
4127589,,4.86
4128841,,8.39
4216345,,3.49
4235261,,4.07
4240083,0,
4296193,0,
4297341,,14.99
4297799,,5.75
4297909,,10.55
4298622,,79.53
4299072,,24.74
4299195,0,
4302387,0,
4302512,0,
4306927,0,
4307586,0,
4309872,0,
4310653,0,
4311573,0,
4315220,0,
4318766,0,
4320327,0,
4321736,0,
4322228,0,
4323942,0,
4325356,0,
4354474,,18.44
4357408,,8.13
783717,3,
