sku,quantity,price
1003642,0,
1513528,0,
1715529,0,
1724428,,52.71
1726203,0,
1757655,0,
1803833,0,
2056417,0,
2151464,0,
2220531,0,
2228453,,3.49
3161102,,14.40
3458579,,4.24
3459011,,4.23
3649902,0,
3672324,0,
3674914,0,
3708880,,4.24
3729560,,18.46
3798670,,3.56
3838898,,11.38
3950581,,3.79
3980210,,4.24
4111414,,12.08
4215831,,11.81
4279102,,3.49
4283622,,7.71
4288602,,5.33
4342606,,10.68
4349859,,11.62
4353041,,13.42
704662,0,
675673,0,
672081,0,
638476,19,
770004,0,
790917,0,
856387,0,
916147,0,
941867,0,
