sku,quantity,price
1019831,,45.17
1562503,,7.34
2179916,,4.22
2486833,,7.36
2764906,,6.26
3063124,,65.45
3317324,,14.74
3322838,,7.08
3619130,0,
3619392,0,
3619699,0,
3620552,0,
3631098,0,
3636922,0,
3637731,0,
3638522,0,
3643968,0,
3649652,0,
3655613,0,
3663211,0,
3666806,0,
3668005,0,
3687570,0,
3688466,0,
3690249,0,
3692392,0,
3699847,0,
3703698,0,
3747888,,11.08
4125152,,37.39
4129576,,6.17
4182140,,5.26
4306810,,9.75
4309797,,6.49
4359726,,14.60
4362096,,5.87
4377317,,3.49
4377992,,24.36
751648,,14.47
874209,,9.27
