sku,quantity,price
1238583,,4.20
1313840,,8.80
1380153,,3.98
2254730,,3.82
2417249,,3.81
2425531,,3.85
2547712,,17.37
2804617,,5.15
3587429,,3.70
4025065,,3.84
4039274,,5.54
4061403,,3.85
4173686,,13.09
4231174,,6.60
4320003,,7.33
4347190,,21.79
4365217,,19.75
4393256,,9.40
4395045,,5.27
4395468,,8.14
799712,0,
800048,0,
802712,0,
802932,0,
802978,0,
804007,0,
805389,0,
805415,0,
806680,0,
806885,0,
807000,0,
807409,0,
811772,0,
812308,0,
812435,0,
816409,0,
817394,0,
817677,0,
819691,0,
822238,0,
