sku,quantity,price
1325422,,11.42
1335101,,13.99
1861746,,3.49
2694179,,3.49
2694344,,3.97
2694950,,3.49
2800547,0,
3041629,0,
3192764,,10.12
3211737,0,
3239830,0,
3293603,0,
3293690,0,
3295935,0,
3318102,0,
3512557,0,
3514406,0,
3575199,0,
3622773,0,
3649537,0,
3651398,0,
3665714,0,
3669374,0,
3670321,0,
3688899,,9.61
3697514,0,
3701062,0,
3713590,0,
3759279,,10.31
3857111,,8.19
3857132,,18.50
4079942,,10.07
4245167,,18.92
4295963,,5.51
4298641,,4.05
4338082,,7.46
4338388,,13.01
4338392,,9.96
4338802,,12.21
755107,,4.21
