sku,quantity,price
1208444,,7.82
1260630,,3.49
1462195,,3.49
1698211,0,
1719479,0,
1969457,0,
1973486,0,
2060215,0,
2073768,,4.90
2099818,0,
2177928,0,
2191587,0,
2195949,,4.24
2199065,0,
2234398,0,
2235232,0,
2247979,0,
2256619,0,
2264714,0,
2294982,0,
2321480,0,
2487944,2,
3282204,,13.14
3369712,1,
3653318,2,
3752235,,4.24
3764988,,4.23
3784457,,4.11
4007041,,3.97
4303886,,3.49
4327034,,6.66
4337674,,7.96
4347139,,4.88
4361972,,5.82
4365388,,5.78
931787,9,
933747,0,
937636,0,
940889,0,
942683,0,
