sku,quantity,price
1012711,,19.98
1083881,,4.81
1568924,,15.36
2208922,0,
2227193,0,
2247979,0,
2268839,0,
2281771,0,
2310318,0,
2333228,0,
2398047,0,
2440268,0,
2484278,0,
2504401,,5.36
2574285,0,
2591722,,12.46
2676056,0,
2677580,,13.55
2762200,0,
2819438,0,
2869942,0,
2912827,0,
2921750,0,
3015446,0,
3066887,0,
3163137,0,
3358497,,66.81
3821239,,16.10
3852821,,16.49
4066071,,3.61
4117666,,19.85
4246424,,6.27
4259468,,6.24
4304037,,23.61
4322292,,3.53
4323378,,7.91
4373568,,5.56
4377935,,9.34
793988,,6.42
863343,,3.49
