sku,quantity,price
1273988,,9.70
1296675,,3.49
1355951,,5.85
2275573,0,
2277698,0,
2278766,0,
2281276,0,
2282564,0,
2284961,0,
2291057,0,
2291981,0,
2295790,0,
2296832,0,
2299793,0,
2306929,0,
2307545,0,
2308585,0,
2310008,0,
2318371,0,
2318645,0,
2319771,0,
2320476,0,
2323695,0,
2748528,,10.80
3429489,,10.48
3437975,,3.52
3981968,,17.77
4120458,,5.94
4197264,,35.96
4197289,,12.98
4209719,,4.09
4210069,,9.48
4255082,,4.23
4296426,,6.57
4299517,,4.83
4302010,,17.06
4338829,,4.23
4342375,,8.36
4346809,,5.79
821202,,3.49
