sku,quantity,price
1036441,,3.49
1665061,,9.27
1728026,,7.54
1739250,,18.01
2046000,,4.24
2189156,0,
2194803,0,
2195502,0,
2196039,0,
2196483,0,
2197107,0,
2197225,0,
2197466,0,
2198399,0,
2198429,0,
2200048,0,
2202281,0,
2202351,0,
2203118,0,
2203319,0,
2204387,0,
2204807,0,
2207532,0,
2208975,0,
2209490,0,
2602015,,58.14
2841890,,9.45
3162875,,4.24
3203040,,4.24
3682327,2,
3735046,,52.55
3761679,,5.05
3777185,,12.44
4038267,,3.94
4044286,9,
4242231,,4.77
4270656,,7.77
4364797,,6.94
4368389,,3.49
867697,,3.49
