sku,quantity,price
1049614,,3.49
1134566,,4.95
1255821,,5.98
1454541,,4.24
1767976,,5.79
2017928,,3.49
2206637,2,
2604176,,3.49
2734721,0,
2744549,0,
2744864,0,
2745216,0,
2755088,0,
2756590,0,
2757541,0,
2770166,0,
2777955,0,
2780031,0,
2780336,0,
2783171,0,
2783513,0,
2784594,,4.07
2789121,0,
2809679,0,
2844966,0,
2846827,0,
2854195,0,
2857164,0,
2907475,0,
3209441,,7.00
3603266,,7.69
3729969,,4.88
3772857,,47.79
4016837,,14.71
4082674,,6.92
4098291,,9.83
4295386,,6.66
4354838,,169.97
4366332,,3.95
721920,2,
