sku,quantity,price
1485985,,5.02
1528451,,3.49
1541506,5,
1940394,,5.02
2220712,2,
2227654,1,3.62
2545545,,4.00
3134283,,3.49
3305976,,105.85
3458974,0,
3470481,0,
3541555,0,
3562591,0,
3577682,0,
3577807,0,
3580401,0,
3586712,0,
3588058,0,
3591482,0,
3591665,0,
3595852,0,
3608677,0,
3611296,0,
3611732,0,
3658351,,24.63
3907353,1,
4049774,,3.53
4158794,,3.49
4181560,,4.97
4193868,,15.10
4196303,,4.24
4326452,0,
4327133,0,
4330583,0,
4335129,,7.20
4347941,,169.99
965680,2,
919844,0,
932126,0,
940517,,8.02
