sku,quantity,price
1132207,,12.74
1794672,2,3.59
1832776,,4.99
1892118,,15.90
1938421,,11.44
2010176,,18.24
3125611,1,4.78
3299738,,3.77
3364651,4,
3462325,2,
3623106,2,
3659094,4,
3759188,3,
3825018,2,3.66
4218748,0,
4218768,0,
4219504,0,
4220776,0,
4221718,0,
4222406,0,
4226487,0,
4226932,0,
4227189,0,
4227306,0,
4228606,0,
4232336,0,
4232594,0,
4235062,0,
4236514,0,
4237038,0,
4238483,0,
4239542,0,
4239746,0,
4241655,0,
4319174,,35.50
4370817,,6.89
4377214,,3.49
4381489,2,13.15
658734,2,3.77
720640,4,7.27
