sku,quantity,price
1229975,,9.44
1286165,,7.73
1396686,0,
1755279,0,
1785596,,9.20
1820297,,4.22
2006754,0,
2162230,,4.23
2211097,0,
3582291,0,
3597383,0,
3601137,0,
3618078,,15.09
3625911,,3.79
3636979,0,
3671827,0,
3680432,0,
3687183,0,
3689058,0,
3689503,,14.94
3692753,0,
3774361,,20.98
3778939,,5.41
4060973,,10.25
4180856,,6.08
4182306,,40.17
4262156,,3.66
4321489,,5.58
4322491,,8.67
4324503,,6.24
4327000,,8.38
673694,,7.21
641228,0,
636494,0,
744820,0,
769922,0,
781687,0,
812101,,5.85
835767,0,
839742,0,
