sku,quantity,price
1051398,0,
1086927,0,
1096460,0,
1298380,0,
1412860,0,
1559868,0,
1643119,0,
1692937,0,
2469862,,8.45
3109915,,3.72
3441590,,4.17
3454604,,121.23
3464006,,7.01
3622911,,3.85
3701456,,4.24
3937835,,3.71
4084803,,22.65
4102680,,3.69
4212701,,8.30
4220787,,8.61
4278067,,10.34
4278974,,9.64
4280363,,14.29
4285089,,15.12
4334984,,19.68
4336947,,13.00
4339012,,59.08
777327,0,
779647,0,
812166,0,
820783,0,
858881,0,
887163,0,
889037,0,
906271,0,
926579,0,
928597,0,
942423,0,
946378,0,
952728,,5.13
