sku,quantity,price
1260728,3,
1310055,,63.51
1361452,,16.36
1412050,,4.77
1485007,,6.52
1548987,,10.57
1734322,,3.71
2083618,,62.70
2186503,0,
2202053,0,
2227845,0,
2235336,0,
2246750,0,
2248588,0,
2266552,0,
2275657,0,
2306632,,9.84
2314228,0,
2332101,0,
2371227,0,
2373214,0,
2383356,6,
3097660,,8.47
3107175,0,
3247920,0,
3286483,0,
3372152,0,
3405666,0,
3703200,,3.49
3706910,,3.49
3861474,0,
3936386,2,
3982653,0,
4024565,0,
4084266,1,
4169604,,4.22
4288058,,14.04
4292175,,6.26
4359672,,3.49
660484,,8.17
