sku,quantity,price
2110946,,9.90
2208151,2,
2504403,1,
3136523,,3.49
3433881,,3.49
3507319,1,
3840854,0,
3846718,0,
3849159,0,
3861175,0,
3864137,0,
3865692,0,
3868287,0,
3872731,0,
3873247,,7.55
3880455,0,
3882575,0,
3993245,0,
3997757,0,
4002475,0,
4033537,,3.49
4043271,0,
4045324,0,
4083985,,8.29
4129917,0,
4158213,0,
4172968,0,
4175351,0,
4176139,0,
4245181,,13.72
4275969,,11.48
4316732,,4.23
4317576,,16.37
4320799,,3.84
4324289,,31.93
4355693,,8.57
670875,,3.49
672729,2,
765088,1,
803402,,9.57
