sku,quantity,price
1054527,,3.49
1248361,,3.57
1290990,0,
1305881,0,
2011275,,6.54
2144258,0,
2246968,,4.16
2375071,,4.23
3085268,,3.49
3211649,0,
3348389,,6.47
3615023,0,
3615828,0,
3663154,,8.27
3785506,0,
3787826,0,
3792063,,4.02
3792410,0,
3793897,0,
3794946,0,
3795083,0,
3795110,0,
3796082,0,
3797167,0,
3797508,0,
3798820,0,
3802288,0,
3803711,0,
3809040,0,
3905620,,6.36
4016701,,5.32
4118980,,3.49
4197027,,4.85
4261145,,18.16
4317092,,11.65
4317187,,11.07
4317562,,6.30
4351589,,4.21
715914,,18.13
888617,,3.95
