sku,quantity,price
1060625,3,6.70
1636836,2,3.49
2029483,2,3.49
2137109,2,4.80
2391875,1,
2431327,2,3.49
2621639,2,
2652807,0,
2714550,0,
2723357,0,
2742488,0,
2796073,0,
2853815,0,
2882722,0,
2887558,0,
2960281,0,
2969313,0,
3032458,0,
3103606,0,
3129816,0,
3178205,0,
3199848,0,
3245925,0,
3247063,0,
3290221,2,10.37
3307626,0,
3345222,0,
3371870,0,
3444892,3,
3604672,3,11.39
3695661,2,3.49
3713839,2,
3715863,1,
3793723,,3.49
3932821,1,9.78
4067947,1,3.89
4322064,2,
4327119,1,11.39
670460,,4.21
689963,2,3.49
