sku,quantity,price
1230240,0,
1246712,0,
1253317,0,
1255670,0,
1255893,0,
1276466,0,
1278707,0,
1279560,0,
1287354,0,
1288082,0,
1311135,0,
1318756,0,
1336733,0,
1368768,0,
1392158,0,
1522837,,5.07
1615945,,3.77
2148000,,11.28
2336283,,6.33
2340427,2,
3544425,,5.74
3581776,,4.05
3590016,,80.23
3650112,14,
3668211,2,
3703491,4,
3788934,,7.06
3803933,,33.12
3891554,,4.19
3982959,,4.22
3995198,,4.24
4226428,,7.75
4299243,0,
4302722,,3.65
4306147,0,
4333095,,48.27
4337416,,8.24
4364013,0,
4365102,0,
4365878,0,
