sku,quantity,price
1583511,0,
1902930,0,
2067596,0,
2105121,0,
2208790,0,
2230460,0,
2423888,0,
2576451,0,
2621834,0,
2697295,0,
2883665,,4.23
2999218,0,
3009307,0,
3106894,,14.77
3259706,,3.49
3460970,,3.63
3477102,,6.15
3505877,0,
3542577,,5.48
3550804,,3.49
3598449,,3.49
3704169,0,
3849990,,5.43
3866986,,7.17
3913043,,6.21
3966051,,23.91
4030679,,4.81
4080616,,5.79
4080803,0,
4227447,,8.34
4278133,0,
4296062,,14.47
4299070,,16.22
4322679,,91.32
4323995,0,
4329807,0,
4345740,0,
4351496,0,
830266,,7.11
866305,,3.88
