sku,quantity,price
1171913,,8.81
1282375,1,
1676182,,20.54
2338062,,4.17
2984531,2,9.50
3024832,,10.93
3208775,,3.49
3280455,,8.74
3761740,,4.16
3766534,1,22.60
3802530,0,
3805823,0,
3808980,0,
3810116,0,
3810945,0,
3812427,0,
3815720,0,
3823133,0,
3824923,0,
3828941,0,
3829500,0,
3834557,0,
3834693,0,
3836723,0,
3848502,0,
3852418,0,
3864853,0,
3869668,2,
3981771,,3.91
4204749,,9.55
4318899,,4.99
4319366,,5.91
4327445,,17.19
4333342,0,
4334017,0,
4345513,0,
4383828,,4.87
4393040,,5.00
795449,1,4.15
864055,,10.12
