sku,quantity,price
1025499,2,4.24
1055635,,3.93
1092281,,3.94
1116886,2,6.14
1127935,2,3.60
1388135,2,3.86
2289317,3,3.69
2810108,13,10.13
3037455,2,3.49
3367188,,4.06
3590475,1,4.96
3660546,,3.87
3691828,2,11.51
3764977,2,3.63
3771153,1,3.99
4047218,2,7.73
4050999,4,
4137977,0,
4138177,0,
4138247,0,
4138511,0,
4138523,0,
4138565,0,
4139671,0,
4139890,0,
4140387,0,
4140832,0,
4141289,0,
4142960,0,
4142989,0,
4143032,0,
4144567,0,
4145024,0,
4145227,0,
4145426,0,
4146145,0,
4147271,0,
4388115,,10.75
4388785,,17.27
643135,2,3.71
