sku,quantity,price
1081613,2,5.25
2129019,12,
2741000,,9.10
3016354,2,7.42
3284413,,5.00
3324369,,5.30
3364283,4,
3584337,2,3.49
3686759,3,
3937936,1,5.69
4004549,,3.72
4043279,,12.13
4065987,1,
4134420,,13.45
4140006,,4.24
4243346,,37.68
4310960,,5.82
4338074,0,
4338198,0,
4340711,0,
4343522,0,
4343926,0,
4346015,0,
4347968,0,
4349768,0,
4350891,0,
4351210,0,
4351225,0,
4351566,0,
4351768,0,
4351862,0,
4352278,0,
4352645,0,
4352967,0,
4353449,0,
4353509,0,
4353874,0,
4364082,,3.65
633382,5,
641367,3,3.49
