sku,quantity,price
1141307,,6.69
1143411,0,
1190165,0,
1251377,0,
1284619,0,
1436041,,4.24
1610665,,9.27
1814533,0,
1907076,2,
2297907,0,
2321923,0,
2334072,0,
2416103,0,
2433177,0,
2506706,1,10.66
2565350,3,
2571007,0,
2904283,,7.08
3263734,0,
3312528,0,
3343265,0,
3437566,0,
3457864,,6.38
3554241,0,
3687375,,103.78
3780064,,120.89
3854513,0,
3951061,,9.96
3990100,,7.03
4122371,0,
4131265,,5.54
4134291,,13.06
4148840,,3.71
4257920,,3.61
4326198,,9.83
4326999,,4.24
4331886,,7.88
659159,0,
754881,0,
876404,,4.15
