sku,status,error
"675333","success",""
"742466","success",""
"791586","success",""
"910329","success",""
"941481","success",""
"942393","success",""
"1021946","success",""
"1467290","success",""
"1478838","success",""
"1502727","success",""
"1922428","success",""
"1939839","success",""
"1959056","success",""
"2209334","success",""
"2421065","success",""
"2580690","success",""
"2706165","success",""
"2902925","success",""
"2921025","success",""
"3402036","success",""
"3448438","success",""
"3487473","success",""
"3496647","success",""
"3621811","success",""
"3678957","success",""
"3911688","success",""
"4378319","success",""
"4378320","success",""
"4378321","success",""
"4378322","success",""
"4378323","success",""
"4378324","success",""
