sku,status,error
"642656","success",""
"642660","success",""
"642714","success",""
"642783","success",""
"642867","success",""
"642887","success",""
"642916","success",""
"642922","success",""
"642923","success",""
"711474","success",""
"711602","success",""
"711634","success",""
"711806","success",""
"642731","success",""
"642732","success",""
"642838","success",""
"642868","success",""
"642885","success",""
"642903","success",""
"642917","success",""
"711556","success",""
"711566","success",""
"711575","success",""
"711672","success",""
"711713","success",""
"711984","success",""
"642645","success",""
"642723","success",""
"642775","success",""
"642789","success",""
"642802","success",""
"642811","success",""
"642856","success",""
"642871","success",""
"642913","success",""
"642921","success",""
"711493","success",""
"711524","success",""
"711612","success",""
"711732","success",""
"642648","success",""
"642652","success",""
"642702","success",""
"642727","success",""
"642740","success",""
"642744","success",""
"642785","success",""
"642790","success",""
"642797","success",""
"642853","success",""
"642889","success",""
"642909","success",""
"642915","success",""
"642924","success",""
"642658","success",""
"642673","success",""
"642678","success",""
"642687","success",""
"642718","success",""
"642719","success",""
"642743","success",""
"642745","success",""
"642767","success",""
"642805","success",""
"642806","success",""
"642807","success",""
"642814","success",""
"642859","success",""
"642668","success",""
"642669","success",""
"642680","success",""
"642684","success",""
"642693","success",""
"642756","success",""
"642765","success",""
"642766","success",""
"642768","success",""
"642769","success",""
"642771","success",""
"642847","success",""
"642858","success",""
"642864","success",""
"642674","success",""
"642703","success",""
"642706","success",""
"642751","success",""
"642781","success",""
"642830","success",""
"642832","success",""
"642876","success",""
"642930","success",""
"711501","success",""
"711580","success",""
"711652","success",""
"711768","success",""
"711771","success",""
"642691","success",""
"642709","success",""
"642734","success",""
"642736","success",""
"642792","success",""
"642800","success",""
"642804","success",""
"642821","success",""
"642825","success",""
"642845","success",""
"642855","success",""
"642881","success",""
"642893","success",""
"642897","success",""
"711958","success",""
"712002","success",""
"712027","success",""
"712109","success",""
"712277","success",""
"712282","success",""
"712335","success",""
"712413","success",""
"712436","success",""
"712441","success",""
"712459","success",""
"712498","success",""
"712552","success",""
"712630","success",""
"642873","success",""
"642878","success",""
"642882","success",""
"711494","success",""
"711551","success",""
"711595","success",""
"711601","success",""
"711609","success",""
"711679","success",""
"711786","success",""
"711837","success",""
"711888","success",""
"711914","success",""
"711927","success",""
"711459","success",""
"711564","success",""
"711572","success",""
"711607","success",""
"711683","success",""
"711690","success",""
"711717","success",""
"711773","success",""
"711775","success",""
"711976","success",""
"712000","success",""
"712007","success",""
"712079","success",""
"712084","success",""
"711992","success",""
"712048","success",""
"712060","success",""
"712163","success",""
"712272","success",""
"712357","success",""
"712388","success",""
"712412","success",""
"712525","success",""
"712556","success",""
"712800","success",""
"712916","success",""
"713227","success",""
"713243","success",""
"711792","success",""
"711822","success",""
"711883","success",""
"711892","success",""
"712061","success",""
"712117","success",""
"712210","success",""
"712279","success",""
"712347","success",""
"712354","success",""
"712406","success",""
"712414","success",""
"712421","success",""
"712500","success",""
"712504","success",""
"642891","success",""
"642894","success",""
"642908","success",""
"711457","success",""
"711520","success",""
"711696","success",""
"711725","success",""
"711784","success",""
"711874","success",""
"711918","success",""
"712005","success",""
"712030","success",""
"712036","success",""
"712180","success",""
"711800","success",""
"711885","success",""
"711949","success",""
"711962","success",""
"711995","success",""
"712176","success",""
"712242","success",""
"712251","success",""
"712291","success",""
"712358","success",""
"712425","success",""
"712432","success",""
"712507","success",""
"712636","success",""
"642898","success",""
"711456","success",""
"711472","success",""
"711532","success",""
"711559","success",""
"711561","success",""
"711661","success",""
"711716","success",""
"712192","success",""
"712304","success",""
"712446","success",""
"712485","success",""
"712659","success",""
"712825","success",""
"712692","success",""
"712755","success",""
"712823","success",""
"712918","success",""
"712933","success",""
"713041","success",""
"713053","success",""
"713054","success",""
"713197","success",""
"713218","success",""
"713281","success",""
"713304","success",""
"713334","success",""
"712201","success",""
"712257","success",""
"712289","success",""
"712292","success",""
"712367","success",""
"712505","success",""
"712609","success",""
"712643","success",""
"712708","success",""
"712712","success",""
"712729","success",""
"712912","success",""
"712977","success",""
"713044","success",""
"713333","success",""
"713393","success",""
"713482","success",""
"713487","success",""
"713531","success",""
"713582","success",""
"713599","success",""
"713614","success",""
"713730","success",""
"713824","success",""
"713876","success",""
"713970","success",""
"714002","success",""
"714019","success",""
"714025","success",""
"712839","success",""
"712887","success",""
"712902","success",""
"713062","success",""
"713067","success",""
"713156","success",""
"713191","success",""
"713235","success",""
