sku,status,error
751855,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
751906,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
751962,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
752001,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
752103,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
752164,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
752314,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
752322,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
752563,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
752669,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
752785,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
752847,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
752938,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
752986,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
753093,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
753106,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
753144,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
753164,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
753274,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
753292,error,"Cast to Number failed for value ""NaN"" (type number) at path ""price"""
