sku,status,error
"1039432","success",""
"1538995","success",""
"1568428","success",""
"1957054","success",""
"1959959","success",""
"1969573","success",""
"2154566","success",""
"2194322","success",""
"2543110","success",""
"2919775","success",""
"3161390","success",""
"3178034","success",""
"3405006","success",""
"3442274","success",""
"922829","success",""
"940417","success",""
"968529","success",""
"970923","success",""
"1016601","success",""
"1209155","success",""
"1335837","success",""
"1982478","success",""
"2141326","success",""
"2376977","success",""
"2736821","success",""
"2783924","success",""
"3232541","success",""
"872232","success",""
"940703","success",""
"1565943","success",""
"1801714","success",""
"1932558","success",""
"2127197","success",""
"2146735","success",""
"2200765","success",""
"2252655","success",""
"2446803","success",""
"2919776","success",""
"3024457","success",""
"3326551","success",""
"3406361","success",""
"864042","success",""
"1046199","success",""
"1083565","success",""
"1094477","success",""
"1585676","success",""
"1722710","success",""
"2209013","success",""
"2500394","success",""
"2853810","success",""
"3267462","success",""
"4382135","success",""
"4382140","success",""
"4382165","success",""
"4382182","success",""
"649673","success",""
"649892","success",""
"858717","success",""
"976343","success",""
"1009406","success",""
"1050965","success",""
"1051814","success",""
"1217684","success",""
"1247994","success",""
"1256450","success",""
"1640009","success",""
"1655083","success",""
"1801684","success",""
"945419","success",""
"1034565","success",""
"1227886","success",""
"2195673","success",""
"2416167","success",""
"2468821","success",""
"2757265","success",""
"3065860","success",""
"3515312","success",""
"3900362","success",""
"4052760","success",""
"4186246","success",""
"4225257","success",""
"4229840","success",""
"4382149","success",""
"665234","success",""
"890795","success",""
"997969","success",""
"1257935","success",""
"1456428","success",""
"2036809","success",""
"2577129","success",""
"2870286","success",""
"3285834","success",""
"3412551","success",""
"3459027","success",""
"3713620","success",""
"3931394","success",""
"4043460","success",""
"1802095","success",""
"2412170","success",""
"2468782","success",""
"2825226","success",""
"3031000","success",""
"3270056","success",""
"3278332","success",""
"3492946","success",""
"3594511","success",""
"4278399","success",""
"4299404","success",""
"4320883","success",""
"4329841","success",""
"4382131","success",""
"4382147","success",""
"3462664","success",""
"3476632","success",""
"3553067","success",""
"3649917","success",""
"3724770","success",""
"3978600","success",""
"4020515","success",""
"4026550","success",""
"4029006","success",""
"4171870","success",""
"4229987","success",""
"4329820","success",""
"4332674","success",""
"4382132","success",""
"4382136","success",""
"4382137","success",""
"4382173","success",""
"4382180","success",""
"4382190","success",""
"4382192","success",""
"4177619","success",""
"4311042","success",""
"4382145","success",""
"4382154","success",""
"4382158","success",""
"4382161","success",""
"4382162","success",""
"4382167","success",""
"4382177","success",""
"4382178","success",""
"4382189","success",""
"3437447","success",""
"3440320","success",""
"3532458","success",""
"3658797","success",""
"4382142","success",""
"4382144","success",""
"4382146","success",""
"4382155","success",""
"4382157","success",""
"4382169","success",""
"4382181","success",""
"4382184","success",""
"4382185","success",""
"3655534","success",""
"3850768","success",""
"4382130","success",""
"4382133","success",""
"4382150","success",""
"4382153","success",""
"4382156","success",""
"4382170","success",""
"4382175","success",""
"4382176","success",""
"4382191","success",""
"4382159","success",""
"4382163","success",""
"4382186","success",""
"4382188","success",""
"4382138","success",""
"4382139","success",""
"4382143","success",""
"4382166","success",""
"4382171","success",""
"4382193","success",""
"685223","success",""
"744677","success",""
"817100","success",""
"955631","success",""
"969230","success",""
"1064031","success",""
"1128767","success",""
"2037869","success",""
"2380757","success",""
"3138771","success",""
"3582313","success",""
"3675173","success",""
"4050943","success",""
"4083977","success",""
"4160410","success",""
"4163105","success",""
"4212568","success",""
"4255422","success",""
"4382134","success",""
"4382141","success",""
"4382148","success",""
"4382151","success",""
"4382152","success",""
"4382160","success",""
"4382164","success",""
"4382168","success",""
"4382174","success",""
"4382179","success",""
"4382183","success",""
"4382187","success",""
