sku,status,error
638117,success,
749264,success,
751702,success,
751742,success,
784579,success,
803520,success,
810739,success,
853327,success,
854950,success,
891391,success,
1021788,success,
1081889,success,
1099925,success,
1123737,success,
636684,success,
641355,success,
649613,success,
667936,success,
670916,success,
680988,success,
738433,success,
759888,success,
774545,success,
803856,success,
914046,success,
931769,success,
1005439,success,
828560,success,
909920,success,
980770,success,
984306,success,
1007905,success,
1046581,success,
1115889,success,
1233783,success,
1239835,success,
1243351,success,
1247653,success,
1272808,success,
1330356,success,
1711238,success,
633947,success,
700966,success,
784476,success,
863183,success,
1047698,success,
1056648,success,
1197375,success,
1276919,success,
1424381,success,
1711946,success,
1792741,success,
1855071,success,
1961565,success,
2075324,success,
652963,success,
653751,success,
797247,success,
806752,success,
836884,success,
849033,success,
871235,success,
885030,success,
948035,success,
999418,success,
1016822,success,
1142970,success,
1286931,success,
645903,success,
662416,success,
745886,success,
835947,success,
1105922,success,
1154910,success,
1172895,success,
1208288,success,
1223313,success,
1324757,success,
1481540,success,
1698211,success,
2182290,success,
648129,success,
660644,success,
685676,success,
686153,success,
706029,success,
744927,success,
750380,success,
822750,success,
833539,success,
845131,success,
906962,success,
924863,success,
937183,success,
672216,success,
684695,success,
694282,success,
791404,success,
835289,success,
847516,success,
859748,success,
865052,success,
901904,success,
912833,success,
999383,success,
1002112,success,
1033720,success,
1153505,success,
1294926,success,
1376126,success,
1520271,success,
1760467,success,
2155150,success,
2495819,success,
2539562,success,
2714669,success,
2829394,success,
2846600,success,
3075164,success,
3121455,success,
1010183,success,
1017009,success,
1051901,success,
1065101,success,
1099835,success,
1139839,success,
1149982,success,
1198613,success,
1258340,success,
1319498,success,
1990866,success,
2067596,success,
2218830,success,
951417,success,
955639,success,
1023244,success,
1145682,success,
1180117,success,
1218791,success,
1223868,success,
1250737,success,
1488247,success,
1824799,success,
1866241,success,
2217550,success,
2424720,success,
2185550,success,
2191473,success,
2238794,success,
2297374,success,
2521561,success,
2768980,success,
3061739,success,
3224635,success,
3324874,success,
3337922,success,
3396423,success,
3435839,success,
3713075,success,
3997413,success,
4024678,success,
2380565,success,
2526025,success,
2657785,success,
2886447,success,
2984392,success,
3101705,success,
3151169,success,
3157376,success,
3241622,success,
3282821,success,
3322834,success,
3406576,success,
3516057,success,
3534172,success,
1879933,success,
1908082,success,
2012151,success,
2431485,success,
2491677,success,
3086685,success,
3088566,success,
3231722,success,
3327395,success,
3339849,success,
3606166,success,
4011519,success,
4021618,success,
4282163,success,
4354508,success,
1315690,success,
1624251,success,
1666930,success,
1713878,success,
2218510,success,
2421297,success,
2430034,success,
2430396,success,
2531134,success,
2535137,success,
2694935,success,
3103011,success,
3136670,success,
3293101,success,
1458434,success,
1808288,success,
1924447,success,
2186193,success,
2889008,success,
3151691,success,
3230431,success,
3330850,success,
3391208,success,
3434339,success,
3596077,success,
3657017,success,
3981923,success,
4003226,success,
3171001,success,
3212342,success,
3326394,success,
3334113,success,
3440752,success,
3558820,success,
3662229,success,
3796231,success,
4000592,success,
4018754,success,
4041145,success,
4189749,success,
4354512,success,
4354517,success,
4354528,success,
4354532,success,
4354539,success,
4354540,success,
4354543,success,
4354547,success,
2235150,success,
2303876,success,
2408096,success,
2506141,success,
2888937,success,
3093017,success,
3282705,success,
3380190,success,
3539121,success,
3584218,success,
3641971,success,
3812096,success,
4078360,success,
4354513,success,
4255092,success,
4305841,success,
4354515,success,
4354519,success,
4354525,success,
4354541,success,
4354550,success,
4354552,success,
4354557,success,
3630300,success,
3954551,success,
4263590,success,
4280198,success,
4354511,success,
4354526,success,
4354548,success,
4354558,success,
4354518,success,
4354524,success,
4354527,success,
4354536,success,
4354555,success,
3310077,success,
3375574,success,
3389767,success,
3448897,success,
3472205,success,
4101554,success,
4237503,success,
4266878,success,
4354505,success,
4354559,success,
4354531,success,
4354534,success,
4354538,success,
4354546,success,
4354549,success,
4354551,success,
4354554,success,
2433436,success,
2454766,success,
2698393,success,
2750572,success,
2818603,success,
3199315,success,
3328014,success,
3400949,success,
3469570,success,
3469724,success,
3481198,success,
3558543,success,
3558650,success,
3623917,success,
3688571,success,
3713191,success,
3948515,success,
4026930,success,
4145924,success,
4252590,success,
4299553,success,
4354507,success,
4354516,success,
4354520,success,
4354530,success,
4354545,success,
4029790,success,
4097949,success,
4182945,success,
4210138,success,
4267427,success,
4354506,success,
4354509,success,
4354510,success,
4354523,success,
4354529,success,
4354533,success,
4354535,success,
4354537,success,
4354553,success,
