sku,status,error
"643054","success",""
"654252","success",""
"679172","success",""
"686368","success",""
"702721","success",""
"747975","success",""
"765004","success",""
"893291","success",""
"906749","success",""
"907512","success",""
"967419","success",""
"975938","success",""
"1009008","success",""
"1009234","success",""
"1018794","success",""
"1037105","success",""
"1050638","success",""
"1056645","success",""
"1101812","success",""
"1119630","success",""
"1149782","success",""
"1149887","success",""
"1158269","success",""
"1161676","success",""
"1187914","success",""
"1193833","success",""
"1198616","success",""
"1230215","success",""
"1256755","success",""
"1295600","success",""
"1534838","success",""
"1611904","success",""
"1618894","success",""
"1693233","success",""
"1747991","success",""
"1851903","success",""
"1878740","success",""
"1892927","success",""
"2016294","success",""
"2052371","success",""
"2165061","success",""
"2188320","success",""
"2228628","success",""
"2247376","success",""
"2396614","success",""
"2441960","success",""
"2460362","success",""
"2471048","success",""
"2533244","success",""
"2551490","success",""
"2560561","success",""
"2571188","success",""
"2646199","success",""
"2692333","success",""
"3109111","success",""
"3133233","success",""
"3139724","success",""
"3205424","success",""
"3324481","success",""
"3365584","success",""
"3444602","success",""
"3446935","success",""
"3458835","success",""
"3543405","success",""
"3568451","success",""
"3672359","success",""
"3675135","success",""
"3701502","success",""
"3794738","success",""
"3794757","success",""
"3857345","success",""
"3868103","success",""
"3868441","success",""
"3886449","success",""
"3936632","success",""
"3998854","success",""
"4004683","success",""
"4015346","success",""
"4021418","success",""
"4083367","success",""
"4140470","success",""
"4205323","success",""
"4283788","success",""
"4296816","success",""
"4383289","success",""
"4383290","success",""
"4383291","success",""
"4383292","success",""
"4383293","success",""
"4383294","success",""
"4383295","success",""
"4383296","success",""
"4383297","success",""
"4383298","success",""
"4383299","success",""
"4383300","success",""
"4383301","success",""
"4383302","success",""
"4383303","success",""
"4383304","success",""
"4383305","success",""
"4383306","success",""
