sku,status,error
"666493","success",""
"911734","success",""
"1084513","success",""
"1850851","success",""
"3251889","success",""
"3326197","success",""
"3365942","success",""
"3443103","success",""
"3715910","success",""
"4056154","success",""
"4286424","success",""
"4372981","success",""
"4372982","success",""
"4373004","success",""
"681967","success",""
"832586","success",""
"2489650","success",""
"2590769","success",""
"3171210","success",""
"3270733","success",""
"3274140","success",""
"3363902","success",""
"3558722","success",""
"4372980","success",""
"4372990","success",""
"4372998","success",""
"4373000","success",""
"4373001","success",""
"771987","success",""
"1029460","success",""
"1986146","success",""
"2198801","success",""
"2997916","success",""
"3019523","success",""
"3239733","success",""
"3253235","success",""
"3262851","success",""
"3361030","success",""
"3405165","success",""
"3437033","success",""
"4372996","success",""
"4373007","success",""
"663818","success",""
"811131","success",""
"1111604","success",""
"1150358","success",""
"1395207","success",""
"1707888","success",""
"1729884","success",""
"1871648","success",""
"2252493","success",""
"2489726","success",""
"2727809","success",""
"3847421","success",""
"4372979","success",""
"4372984","success",""
"738433","success",""
"863387","success",""
"1177430","success",""
"1202245","success",""
"1208481","success",""
"1252043","success",""
"2178730","success",""
"2752835","success",""
"3310068","success",""
"4144058","success",""
"4372974","success",""
"4372985","success",""
"4373010","success",""
"676952","success",""
"697916","success",""
"1029403","success",""
"1038757","success",""
"1127419","success",""
"1335261","success",""
"1990231","success",""
"2078970","success",""
"3119641","success",""
"3143672","success",""
"3277332","success",""
"3343693","success",""
"3453812","success",""
"4373002","success",""
"4373011","success",""
"4373013","success",""
"637769","success",""
"724094","success",""
"774471","success",""
"842839","success",""
"1020466","success",""
"1419711","success",""
"1908454","success",""
"3044793","success",""
"3319030","success",""
"3451735","success",""
"3814016","success",""
"4372977","success",""
"4372997","success",""
"4372999","success",""
"3649128","success",""
"4078509","success",""
"4246531","success",""
"4372991","success",""
"4372994","success",""
"4373012","success",""
"705371","success",""
"730353","success",""
"769447","success",""
"851816","success",""
"885375","success",""
"1027936","success",""
"1081194","success",""
"1245786","success",""
"1246028","success",""
"1358297","success",""
"1755152","success",""
"1988070","success",""
"2720106","success",""
"3189191","success",""
"3326684","success",""
"3396597","success",""
"3546455","success",""
"3999563","success",""
"4372987","success",""
"4372988","success",""
"4372993","success",""
"4373005","success",""
"4373006","success",""
