sku,status,error
"705494","success",""
"755352","success",""
"835155","success",""
"881705","success",""
"898923","success",""
"1105070","success",""
"1132785","success",""
"1459911","success",""
"1700172","success",""
"1805343","success",""
"2151425","success",""
"2330843","success",""
"2422337","success",""
"634481","success",""
"635713","success",""
"674163","success",""
"691471","success",""
"701951","success",""
"830921","success",""
"911049","success",""
"1007915","success",""
"1250384","success",""
"1547925","success",""
"1639934","success",""
"1842123","success",""
"1998363","success",""
"2007413","success",""
"633320","success",""
"792967","success",""
"914643","success",""
"944714","success",""
"1296881","success",""
"1810800","success",""
"3069863","success",""
"3365546","success",""
"3448932","success",""
"3468656","success",""
"3570246","success",""
"3631371","success",""
"3652373","success",""
"3692365","success",""
"4019154","success",""
"808139","success",""
"864120","success",""
"890673","success",""
"894445","success",""
"1000319","success",""
"1184039","success",""
"1280308","success",""
"1320271","success",""
"1385312","success",""
"2470031","success",""
"3208836","success",""
"3244274","success",""
"3283203","success",""
"3285812","success",""
"676612","success",""
"724854","success",""
"1126055","success",""
"1282219","success",""
"1314943","success",""
"1469671","success",""
"1471364","success",""
"1678981","success",""
"1860577","success",""
"2071876","success",""
"2383793","success",""
"2545657","success",""
"2631403","success",""
"2841029","success",""
"961325","success",""
"967416","success",""
"1158703","success",""
"1238535","success",""
"1255650","success",""
"1411488","success",""
"1589808","success",""
"2006453","success",""
"2135881","success",""
"2372839","success",""
"2485989","success",""
"2504709","success",""
"2726752","success",""
"2803023","success",""
"3009915","success",""
"636877","success",""
"746588","success",""
"1239400","success",""
"1313133","success",""
"1377177","success",""
"1490134","success",""
"2398281","success",""
"2686706","success",""
"2880373","success",""
"3130010","success",""
"3310533","success",""
"3441885","success",""
"3731299","success",""
"652420","success",""
"695491","success",""
"782275","success",""
"834663","success",""
"869884","success",""
"872226","success",""
"896210","success",""
"983099","success",""
"1001150","success",""
"1667336","success",""
"2066447","success",""
"2558655","success",""
"3082599","success",""
"3141164","success",""
"4373856","success",""
"4373857","success",""
"4373867","success",""
"4373871","success",""
"2443766","success",""
"2562225","success",""
"2661746","success",""
"2815065","success",""
"3081078","success",""
"3131433","success",""
"3428084","success",""
"3450580","success",""
"3651050","success",""
"3684545","success",""
"3726541","success",""
"3871068","success",""
"4085189","success",""
"3189172","success",""
"3201516","success",""
"3325812","success",""
"3369503","success",""
"3390495","success",""
"3410321","success",""
"3943348","success",""
"4019819","success",""
"4318777","success",""
"4373845","success",""
"4373849","success",""
"4373858","success",""
"4373862","success",""
"4373863","success",""
"4373878","success",""
"3118321","success",""
"3128346","success",""
"3243356","success",""
"3383219","success",""
"3542322","success",""
"3873493","success",""
"3986039","success",""
"4029905","success",""
"4373843","success",""
"4373846","success",""
"4373861","success",""
"4373865","success",""
"4373879","success",""
"4373880","success",""
"4373883","success",""
"2016627","success",""
"2020596","success",""
"2030022","success",""
"2193157","success",""
"2439836","success",""
"2622128","success",""
"2680385","success",""
"3042511","success",""
"3227159","success",""
"3257164","success",""
"3446565","success",""
"3534227","success",""
"4311928","success",""
"4373840","success",""
"4151706","success",""
"4373839","success",""
"4373875","success",""
"4373881","success",""
"4373887","success",""
"3370325","success",""
"3402033","success",""
"3416066","success",""
"3420844","success",""
"3424957","success",""
"3525689","success",""
"4097873","success",""
"4102769","success",""
"4373842","success",""
"4373848","success",""
"4373851","success",""
"4373853","success",""
"4373869","success",""
"4373873","success",""
"4373882","success",""
"3403575","success",""
"3649628","success",""
"3744769","success",""
"3978861","success",""
"4333779","success",""
"4373852","success",""
"4373868","success",""
"4373870","success",""
"4373874","success",""
"4373885","success",""
"4268297","success",""
"4373838","success",""
"4373855","success",""
"4373872","success",""
"4373884","success",""
"4373886","success",""
"4373841","success",""
"4373850","success",""
"4373859","success",""
"4373866","success",""
"4373876","success",""
"4373877","success",""
