sku,status,error
"879115","success",""
"892480","success",""
"902389","success",""
"1042982","success",""
"1103337","success",""
"1153723","success",""
"1228288","success",""
"1356814","success",""
"1449525","success",""
"1474531","success",""
"1856094","success",""
"2286918","success",""
"2544620","success",""
"710477","success",""
"719807","success",""
"734457","success",""
"855260","success",""
"870745","success",""
"999324","success",""
"1231708","success",""
"1285784","success",""
"1481796","success",""
"1615477","success",""
"1938030","success",""
"2224961","success",""
"2428384","success",""
"640148","success",""
"749976","success",""
"803412","success",""
"813702","success",""
"1154588","success",""
"1205894","success",""
"1311886","success",""
"1312329","success",""
"1329762","success",""
"1616182","success",""
"2006044","success",""
"2213703","success",""
"2231026","success",""
"2676514","success",""
"648261","success",""
"665709","success",""
"843023","success",""
"864928","success",""
"981306","success",""
"1054616","success",""
"1097526","success",""
"1219875","success",""
"1593216","success",""
"1700297","success",""
"2161560","success",""
"2208782","success",""
"2298004","success",""
"3067259","success",""
"712199","success",""
"811324","success",""
"817235","success",""
"936645","success",""
"944884","success",""
"1021637","success",""
"1026812","success",""
"1035048","success",""
"1202840","success",""
"1244884","success",""
"1258379","success",""
"1283509","success",""
"1426206","success",""
"1454235","success",""
"637577","success",""
"1009278","success",""
"1411575","success",""
"1980692","success",""
"2105443","success",""
"2286177","success",""
"2972154","success",""
"3168651","success",""
"3265662","success",""
"3328143","success",""
"3403156","success",""
"3615886","success",""
"3640596","success",""
"648456","success",""
"695100","success",""
"707607","success",""
"719864","success",""
"773869","success",""
"814120","success",""
"1021008","success",""
"1098484","success",""
"1152093","success",""
"1227993","success",""
"1521028","success",""
"1737647","success",""
"2235008","success",""
"2558488","success",""
"2711432","success",""
"2750444","success",""
"3139280","success",""
"3157704","success",""
"3174460","success",""
"3416249","success",""
"3583490","success",""
"3752763","success",""
"3892378","success",""
"3975559","success",""
"3981231","success",""
"4015329","success",""
"2934525","success",""
"3119816","success",""
"3160899","success",""
"3178749","success",""
"3251303","success",""
"3342805","success",""
"3345087","success",""
"3392168","success",""
"3637548","success",""
"3982829","success",""
"4372862","success",""
"4372863","success",""
"4372867","success",""
"4372876","success",""
"1527778","success",""
"1785156","success",""
"1794383","success",""
"1800554","success",""
"1877204","success",""
"2195885","success",""
"2900283","success",""
"3171253","success",""
"3243451","success",""
"3361752","success",""
"3463075","success",""
"3579939","success",""
"3594818","success",""
"2527966","success",""
"2921934","success",""
"3209608","success",""
"3385261","success",""
"3553230","success",""
"4015262","success",""
"4317447","success",""
"4372859","success",""
"4372884","success",""
"4372885","success",""
"4372888","success",""
"2597426","success",""
"2701854","success",""
"2727827","success",""
"2846416","success",""
"3125457","success",""
"3310658","success",""
"3424728","success",""
"3563000","success",""
"3568435","success",""
"3597775","success",""
"3714344","success",""
"3714531","success",""
"3721960","success",""
"3812933","success",""
"3262552","success",""
"3326457","success",""
"3335113","success",""
"3856928","success",""
"4049923","success",""
"4372861","success",""
"4372881","success",""
"4372886","success",""
"4372897","success",""
"3675732","success",""
"3938934","success",""
"3978517","success",""
"4108639","success",""
"4285036","success",""
"4372857","success",""
"4372868","success",""
"4372872","success",""
"4372875","success",""
"4372878","success",""
"4372883","success",""
"4372890","success",""
"4372892","success",""
"4178528","success",""
"4193588","success",""
"4211048","success",""
"4304487","success",""
"4372866","success",""
"4372873","success",""
"4372895","success",""
"4372896","success",""
"4026405","success",""
"4029192","success",""
"4154046","success",""
"4319215","success",""
"4372869","success",""
"4372870","success",""
"4372877","success",""
"4372880","success",""
"3917568","success",""
"4064453","success",""
"4095864","success",""
"4121354","success",""
"4372855","success",""
"4372856","success",""
"4372858","success",""
"4372860","success",""
"4372864","success",""
"4372865","success",""
"642833","success",""
"767368","success",""
"784662","success",""
"896546","success",""
"917820","success",""
"1099079","success",""
"1101681","success",""
"1264663","success",""
"1282572","success",""
"1282966","success",""
"1398702","success",""
"1505917","success",""
"2043699","success",""
"2170827","success",""
"2230043","success",""
"2602873","success",""
"2692485","success",""
"3075600","success",""
"3255541","success",""
"3275146","success",""
"3645576","success",""
"3712329","success",""
"4123963","success",""
"4372871","success",""
"4372874","success",""
"4372882","success",""
"4372891","success",""
