sku,status,error
"686351","success",""
"691395","success",""
"717407","success",""
"813257","success",""
"1451522","success",""
"1475641","success",""
"1880689","success",""
"2157983","success",""
"2188946","success",""
"2212016","success",""
"2216653","success",""
"2243924","success",""
"2388205","success",""
"2408578","success",""
"1170388","success",""
"1384491","success",""
"1821183","success",""
"2374730","success",""
"2394040","success",""
"3352997","success",""
"3394101","success",""
"3431406","success",""
"3631203","success",""
"3662732","success",""
"3676166","success",""
"3692040","success",""
"3856700","success",""
"691605","success",""
"1079747","success",""
"1088428","success",""
"1567611","success",""
"1606934","success",""
"1701844","success",""
"2227700","success",""
"2242547","success",""
"2269929","success",""
"2272748","success",""
"2485858","success",""
"2579939","success",""
"2687222","success",""
"3071359","success",""
"727757","success",""
"734283","success",""
"833173","success",""
"860820","success",""
"1035644","success",""
"1069785","success",""
"1283505","success",""
"1607710","success",""
"1903486","success",""
"2211346","success",""
"2216374","success",""
"2249719","success",""
"2380128","success",""
"2425707","success",""
"750571","success",""
"1536810","success",""
"1735190","success",""
"2071486","success",""
"2100827","success",""
"2235150","success",""
"2327771","success",""
"2374689","success",""
"2720447","success",""
"3392177","success",""
"3405349","success",""
"3458224","success",""
"3574176","success",""
"3611033","success",""
"953552","success",""
"1034795","success",""
"1047539","success",""
"1138197","success",""
"1466439","success",""
"1617729","success",""
"1668756","success",""
"2172125","success",""
"2217082","success",""
"2275516","success",""
"2383717","success",""
"2385823","success",""
"2515465","success",""
"2485452","success",""
"2487469","success",""
"3296533","success",""
"3415618","success",""
"3416855","success",""
"3509285","success",""
"3564299","success",""
"3649547","success",""
"3944627","success",""
"4027808","success",""
"4087583","success",""
"4298183","success",""
"4337012","success",""
"4381989","success",""
"4381990","success",""
"3642292","success",""
"3666136","success",""
"3704024","success",""
"4002995","success",""
"4060384","success",""
"4154097","success",""
"4368911","success",""
"4382001","success",""
"4382010","success",""
"4382017","success",""
"4382025","success",""
"4382027","success",""
"4382033","success",""
"4382037","success",""
"4382041","success",""
"4382044","success",""
"4382052","success",""
"3881283","success",""
"4118355","success",""
"4319452","success",""
"4381991","success",""
"4381992","success",""
"4382002","success",""
"4382014","success",""
"4382036","success",""
"4382040","success",""
"3005222","success",""
"3259678","success",""
"3343095","success",""
"3416056","success",""
"3616669","success",""
"3751316","success",""
"3798932","success",""
"3810528","success",""
"3905082","success",""
"4088510","success",""
"4319534","success",""
"4381996","success",""
"4381997","success",""
"4381999","success",""
"4382012","success",""
"2543819","success",""
"2875231","success",""
"2917622","success",""
"2952910","success",""
"3333506","success",""
"3410660","success",""
"3537790","success",""
"3670768","success",""
"3688926","success",""
"4039480","success",""
"4044220","success",""
"4081134","success",""
"4139413","success",""
"4201830","success",""
"4381995","success",""
"4382023","success",""
"4382026","success",""
"4382028","success",""
"3726964","success",""
"3820818","success",""
"3845254","success",""
"3986236","success",""
"4001245","success",""
"4353788","success",""
"4382000","success",""
"4382004","success",""
"4382019","success",""
"4382039","success",""
"4382043","success",""
"4382047","success",""
"4382013","success",""
"4382022","success",""
"4382034","success",""
"4382035","success",""
"4382045","success",""
"4382049","success",""
"4382055","success",""
"4382056","success",""
"4238610","success",""
"4283211","success",""
"4366620","success",""
"4381993","success",""
"4381994","success",""
"4382003","success",""
"4382005","success",""
"4382006","success",""
"4382009","success",""
"4382015","success",""
"4382016","success",""
"4382024","success",""
"4382030","success",""
"4382031","success",""
"4382042","success",""
"4382050","success",""
"640522","success",""
"652378","success",""
"675394","success",""
"890696","success",""
"1075389","success",""
"1120162","success",""
"1225630","success",""
"1544291","success",""
"1943449","success",""
"2234398","success",""
"2439438","success",""
"2457330","success",""
"2487455","success",""
"641637","success",""
"645020","success",""
"879218","success",""
"926260","success",""
"1063411","success",""
"1883844","success",""
"1908814","success",""
"1998069","success",""
"2012932","success",""
"2181414","success",""
"2230407","success",""
"2411388","success",""
"2487401","success",""
"2997075","success",""
"4382053","success",""
"3044977","success",""
"3071495","success",""
"3220184","success",""
"3254994","success",""
"3273830","success",""
"3291172","success",""
"3446345","success",""
"3488206","success",""
"3611943","success",""
"3636174","success",""
"3663340","success",""
"4053322","success",""
"4279354","success",""
"4381986","success",""
"2508451","success",""
"2528142","success",""
"2679072","success",""
"3369288","success",""
"3622965","success",""
"3853126","success",""
"3874403","success",""
"3930297","success",""
"4381985","success",""
"4381988","success",""
"4382007","success",""
"4382008","success",""
"4382020","success",""
"4382038","success",""
"4382046","success",""
"4382054","success",""
"4381987","success",""
"4381998","success",""
"4382011","success",""
"4382018","success",""
"4382021","success",""
"4382029","success",""
"4382032","success",""
"4382048","success",""
