sku,status,error
"2041893","success",""
"2389914","success",""
"2399681","success",""
"2511974","success",""
"2599399","success",""
"3130365","success",""
"3257682","success",""
"3347722","success",""
"3579182","success",""
"3707743","success",""
"4064797","success",""
"4357914","success",""
"4357922","success",""
"4357924","success",""
"771029","success",""
"1042665","success",""
"1147893","success",""
"1177805","success",""
"1242842","success",""
"2143249","success",""
"2193656","success",""
"2281058","success",""
"2860279","success",""
"2969479","success",""
"3111874","success",""
"3370335","success",""
"3574603","success",""
"3620156","success",""
"857560","success",""
"1100141","success",""
"1183681","success",""
"1202473","success",""
"1259136","success",""
"1308442","success",""
"1902141","success",""
"2179126","success",""
"2327893","success",""
"2413586","success",""
"2663275","success",""
"3645070","success",""
"3695329","success",""
"3710517","success",""
"1070332","success",""
"1176725","success",""
"1922186","success",""
"2079686","success",""
"2102235","success",""
"2254627","success",""
"3290464","success",""
"3304786","success",""
"3550701","success",""
"3576981","success",""
"3576987","success",""
"3614552","success",""
"3637890","success",""
"3682308","success",""
"639640","success",""
"663518","success",""
"2122611","success",""
"2143364","success",""
"2183923","success",""
"2203270","success",""
"2210538","success",""
"2270699","success",""
"2271886","success",""
"3282171","success",""
"3364878","success",""
"3659351","success",""
"3795846","success",""
"764867","success",""
"1122579","success",""
"1206721","success",""
"1607822","success",""
"2080256","success",""
"2149650","success",""
"2177643","success",""
"2185898","success",""
"2189314","success",""
"2189537","success",""
"2260600","success",""
"2339759","success",""
"3575754","success",""
"1639432","success",""
"2253748","success",""
"2830167","success",""
"3695083","success",""
"3964045","success",""
"4048117","success",""
"4218398","success",""
"4357913","success",""
"4357919","success",""
"4357935","success",""
"4357948","success",""
"4357950","success",""
"4357952","success",""
"4357932","success",""
"4357936","success",""
"4357949","success",""
"4357956","success",""
"4357958","success",""
"4357959","success",""
"3797994","success",""
"3961560","success",""
"4059384","success",""
"4245976","success",""
"4357923","success",""
"4087270","success",""
"4163521","success",""
"4357946","success",""
"4357951","success",""
"4357955","success",""
"4357957","success",""
"4357960","success",""
"3742482","success",""
"3780469","success",""
"3896650","success",""
"4357920","success",""
"4357926","success",""
"4357928","success",""
"3590865","success",""
"3649875","success",""
"3650840","success",""
"3704724","success",""
"3719733","success",""
"3743494","success",""
"3749289","success",""
"3887153","success",""
"4043878","success",""
"4082558","success",""
"4357918","success",""
"4357921","success",""
"4357925","success",""
"4357929","success",""
"3941795","success",""
"3979653","success",""
"4091322","success",""
"4357938","success",""
"4357941","success",""
"4357930","success",""
"4357947","success",""
"4357954","success",""
"857083","success",""
"1389090","success",""
"2067769","success",""
"2192680","success",""
"2201149","success",""
"2273351","success",""
"2402869","success",""
"2766598","success",""
"3444207","success",""
"3465241","success",""
"3763195","success",""
"3776578","success",""
"3812566","success",""
"4346525","success",""
"4357945","success",""
"4357953","success",""
