sku,status,error
637264,success,
818177,success,
944466,success,
966217,success,
1318215,success,
1486490,success,
1618777,success,
1683342,success,
1732375,success,
1772378,success,
2052015,success,
2145787,success,
2162560,success,
664347,success,
674458,success,
760850,success,
791289,success,
821091,success,
828669,success,
891281,success,
893395,success,
1193801,success,
1278355,success,
1387382,success,
1578861,success,
1894130,success,
655142,success,
665972,success,
681460,success,
682165,success,
936326,success,
978871,success,
1110216,success,
1140538,success,
1682978,success,
1748065,success,
2184756,success,
2216234,success,
2232696,success,
2242473,success,
644107,success,
651509,success,
672629,success,
749301,success,
794794,success,
821809,success,
945778,success,
966096,success,
1000281,success,
1133025,success,
1475913,success,
1541630,success,
2144159,success,
2182019,success,
641802,success,
665300,success,
732353,success,
787354,success,
813183,success,
908504,success,
963645,success,
1042301,success,
1048784,success,
1426732,success,
1535421,success,
1774241,success,
1860601,success,
2140014,success,
681622,success,
849155,success,
856332,success,
965020,success,
1209172,success,
1248677,success,
1455284,success,
1468520,success,
1482342,success,
1813306,success,
2172791,success,
2269623,success,
2663820,success,
679938,success,
735535,success,
824050,success,
909887,success,
951324,success,
1003756,success,
1007043,success,
1038233,success,
1233664,success,
1249945,success,
1417527,success,
1622409,success,
1681002,success,
1974864,success,
1985974,success,
2077542,success,
2143548,success,
2148993,success,
2311053,success,
2738022,success,
3157932,success,
3294858,success,
3327035,success,
3445551,success,
3718395,success,
3800197,success,
3912907,success,
2175096,success,
2185364,success,
2192866,success,
2220092,success,
2221667,success,
2403798,success,
2493852,success,
2934787,success,
3518463,success,
3572508,success,
3575329,success,
3715155,success,
3738293,success,
3928199,success,
2270897,success,
2387084,success,
2815791,success,
2896406,success,
3203911,success,
3407032,success,
3438417,success,
3494736,success,
3588574,success,
3605289,success,
3705846,success,
3796695,success,
3803908,success,
3891378,success,
2671402,success,
2746027,success,
2763959,success,
2973418,success,
3026893,success,
3259233,success,
3323184,success,
3445579,success,
3460510,success,
3640394,success,
3662792,success,
3713908,success,
4017734,success,
4121532,success,
2194422,success,
2308340,success,
2392109,success,
2507477,success,
2567628,success,
3161955,success,
3293630,success,
3294925,success,
3582231,success,
3603167,success,
3645134,success,
3657510,success,
3700215,success,
3779340,success,
1686365,success,
1918323,success,
2149188,success,
2150725,success,
2154321,success,
2186259,success,
2310027,success,
2498209,success,
2755065,success,
2903512,success,
3135475,success,
3179210,success,
3293054,success,
2141820,success,
2174348,success,
2182296,success,
2245055,success,
2261141,success,
2367730,success,
2491201,success,
2545829,success,
2595745,success,
2595903,success,
2907093,success,
2909843,success,
3193571,success,
3231183,success,
3997285,success,
4021265,success,
4076720,success,
4119346,success,
4334315,success,
4357025,success,
4357035,success,
4357048,success,
4357060,success,
4357076,success,
3984745,success,
4004546,success,
4097949,success,
4175153,success,
4248306,success,
4357018,success,
4357029,success,
4357045,success,
4357074,success,
695290,success,
776345,success,
959891,success,
1010873,success,
1022970,success,
1029092,success,
1148435,success,
2033653,success,
2136388,success,
2141120,success,
2209391,success,
2224859,success,
2288348,success,
2320924,success,
4185903,success,
4330567,success,
4357003,success,
4357006,success,
4357023,success,
4357028,success,
4357067,success,
2325697,success,
2399021,success,
2400169,success,
2404386,success,
2583954,success,
2693516,success,
2957770,success,
2984470,success,
3162784,success,
3235243,success,
3318858,success,
3331104,success,
3447314,success,
3457807,success,
3480967,success,
3678289,success,
3812188,success,
3984169,success,
4006249,success,
4008591,success,
4033421,success,
4034528,success,
4322709,success,
4357012,success,
4357033,success,
4357038,success,
4357044,success,
4357046,success,
4357054,success,
3326366,success,
3425529,success,
3444427,success,
3446386,success,
3459673,success,
3605957,success,
3639250,success,
3663131,success,
3701948,success,
3714847,success,
3921701,success,
4012270,success,
4035317,success,
4040066,success,
3618413,success,
3618638,success,
3636681,success,
3650882,success,
3676972,success,
3712881,success,
3736488,success,
3796473,success,
3990941,success,
4109411,success,
4128298,success,
4158568,success,
4334880,success,
4357011,success,
3812478,success,
3842305,success,
3990228,success,
4107436,success,
4117261,success,
4267076,success,
4357001,success,
4357008,success,
4357016,success,
4357039,success,
4357056,success,
4357080,success,
4357086,success,
4357087,success,
4357057,success,
4357071,success,
4357084,success,
4357089,success,
4079056,success,
4085165,success,
4085410,success,
4147419,success,
4200953,success,
4245111,success,
4357007,success,
4357014,success,
4357043,success,
4357052,success,
4357063,success,
4357064,success,
4357079,success,
4357082,success,
4357021,success,
4357034,success,
4357068,success,
4357073,success,
4357088,success,
4018224,success,
4112592,success,
4250475,success,
4357047,success,
4357055,success,
4357066,success,
4357069,success,
