sku,status,error
"799145","success",""
"1039179","success",""
"2947559","success",""
"667721","success",""
"922744","success",""
"1064356","success",""
"1408361","success",""
"2063410","success",""
"3324884","success",""
"4364828","success",""
"643791","success",""
"661756","success",""
"854792","success",""
"1220245","success",""
"1782597","success",""
"1874140","success",""
"1938618","success",""
"2068718","success",""
"2837911","success",""
"3025024","success",""
"3166356","success",""
"3293395","success",""
"3516288","success",""
"3518855","success",""
"1266066","success",""
"1848466","success",""
"3069511","success",""
"3326927","success",""
"3354570","success",""
"4364823","success",""
"4364839","success",""
"674100","success",""
"725305","success",""
"1131006","success",""
"1551716","success",""
"1583375","success",""
"3013154","success",""
"3458693","success",""
"3553410","success",""
"4364824","success",""
"702279","success",""
"1188518","success",""
"1770196","success",""
"3059018","success",""
"3091168","success",""
"3527252","success",""
"4364821","success",""
"4364822","success",""
"804411","success",""
"873669","success",""
"886255","success",""
"1016963","success",""
"2057971","success",""
"2071462","success",""
"3107899","success",""
"3290446","success",""
"3410627","success",""
"673659","success",""
"894916","success",""
"936383","success",""
"1036327","success",""
"1421968","success",""
"1887348","success",""
"2516774","success",""
"3262316","success",""
"3284995","success",""
"3297054","success",""
"3511458","success",""
"4364825","success",""
"4087427","success",""
"4364819","success",""
"4364820","success",""
"4364832","success",""
"4364840","success",""
