sku,status,error
639853,success,
705386,success,
710342,success,
1256918,success,
1270986,success,
2153287,success,
2223089,success,
2422371,success,
2464620,success,
2513446,success,
2539517,success,
2562152,success,
2583208,success,
2747890,success,
745890,success,
891474,success,
984732,success,
1131274,success,
1149798,success,
1185599,success,
1632012,success,
2231088,success,
2572358,success,
3308251,success,
3796462,success,
3812968,success,
3814072,success,
918796,success,
2282449,success,
2406762,success,
2823094,success,
3033865,success,
3129808,success,
3181874,success,
3235243,success,
3355280,success,
3566400,success,
3679541,success,
3699529,success,
3763712,success,
3813269,success,
747586,success,
791115,success,
980767,success,
1282573,success,
1593598,success,
1603211,success,
3189894,success,
3342177,success,
3482631,success,
3705241,success,
3830438,success,
3989294,success,
4015437,success,
1010210,success,
1173037,success,
1813312,success,
2141003,success,
2229859,success,
2412766,success,
2502197,success,
2744271,success,
3158159,success,
3239728,success,
3583883,success,
3624320,success,
4069489,success,
877603,success,
977604,success,
1101199,success,
1523231,success,
1538240,success,
2214017,success,
2435325,success,
2439205,success,
2823544,success,
2963901,success,
3446179,success,
3592130,success,
3592632,success,
3613222,success,
701813,success,
1010480,success,
1604733,success,
2143699,success,
2193965,success,
2241166,success,
2292004,success,
2657917,success,
2729046,success,
2886313,success,
3015167,success,
3198324,success,
3512510,success,
3576335,success,
783300,success,
841002,success,
1067811,success,
1165896,success,
2150098,success,
2192836,success,
2382259,success,
2508584,success,
3031424,success,
3623599,success,
3688198,success,
3809991,success,
3812827,success,
3980399,success,
2794088,success,
3079497,success,
3549115,success,
3685164,success,
3689446,success,
3741895,success,
3915990,success,
3990339,success,
3995090,success,
4001954,success,
4151640,success,
4271251,success,
4343589,success,
4343603,success,
4343604,success,
4040987,success,
4224060,success,
4343598,success,
4343605,success,
4343606,success,
4343609,success,
4343616,success,
4009499,success,
4010855,success,
4034490,success,
4037382,success,
4343585,success,
4343596,success,
4343602,success,
4343612,success,
4343614,success,
4087189,success,
4090494,success,
4269556,success,
4343582,success,
4343584,success,
4343590,success,
4343595,success,
4343621,success,
4235026,success,
4322456,success,
4343583,success,
4343586,success,
4343587,success,
4343593,success,
4343601,success,
4343607,success,
4343620,success,
3847693,success,
3939332,success,
3957662,success,
3991937,success,
4249554,success,
4323384,success,
4343599,success,
4343608,success,
3578435,success,
3703674,success,
3751965,success,
3817065,success,
3887376,success,
4026254,success,
4153194,success,
4188731,success,
4210975,success,
4259749,success,
4343600,success,
4343610,success,
4343615,success,
4343613,success,
4343618,success,
3667488,success,
3686623,success,
3760952,success,
3882145,success,
3979541,success,
4008272,success,
4024089,success,
4259743,success,
4278558,success,
4343578,success,
4343580,success,
4343588,success,
4343617,success,
4343619,success,
