sku,status,error
715000,success,
777009,success,
933482,success,
940177,success,
954991,success,
1150398,success,
1211920,success,
1931456,success,
1935746,success,
2437547,success,
2929320,success,
3445379,success,
3531075,success,
3630509,success,
646162,success,
658994,success,
667312,success,
962746,success,
1110315,success,
1160211,success,
1211816,success,
1228807,success,
1543019,success,
1709797,success,
2174344,success,
3273830,success,
4058909,success,
1037933,success,
1112110,success,
1114481,success,
1162496,success,
2004045,success,
2528092,success,
2540098,success,
2926433,success,
3273011,success,
3950023,success,
4079646,success,
4354613,success,
4354631,success,
4354635,success,
641696,success,
754311,success,
756983,success,
1062786,success,
1321028,success,
1583389,success,
1971608,success,
3078599,success,
3245847,success,
3724637,success,
4013203,success,
4307187,success,
4354616,success,
4354618,success,
729523,success,
731712,success,
744796,success,
788960,success,
854290,success,
1009714,success,
1048984,success,
1608534,success,
3158732,success,
3304231,success,
3410499,success,
3574663,success,
3712430,success,
4354623,success,
767836,success,
792626,success,
797308,success,
907838,success,
1305119,success,
1320800,success,
1679039,success,
2666184,success,
2668137,success,
2874502,success,
3444531,success,
3632896,success,
3923539,success,
3923546,success,
639589,success,
910045,success,
1092149,success,
1096768,success,
1740652,success,
1823205,success,
1895106,success,
2044270,success,
2200186,success,
3117717,success,
3285329,success,
3553191,success,
3626897,success,
3885065,success,
4354622,success,
4354628,success,
4354630,success,
646663,success,
662917,success,
913681,success,
1046340,success,
1065665,success,
1085714,success,
1315180,success,
2254194,success,
2497627,success,
2827276,success,
3163183,success,
3495199,success,
3750469,success,
3886436,success,
4354621,success,
4354614,success,
4354615,success,
4354625,success,
4354626,success,
3640852,success,
3731896,success,
4058333,success,
4354619,success,
4354620,success,
4354633,success,
4354636,success,
3999127,success,
4086713,success,
4354637,success,
4354629,success,
4354624,success,
4354627,success,
4354632,success,
4354634,success,
