sku,status,error
"633671","success",""
"649459","success",""
"706205","success",""
"728489","success",""
"748984","success",""
"1021395","success",""
"1024288","success",""
"1087876","success",""
"1092143","success",""
"1214687","success",""
"1324793","success",""
"1371950","success",""
"1440978","success",""
"653843","success",""
"683392","success",""
"720669","success",""
"825572","success",""
"856402","success",""
"858111","success",""
"886184","success",""
"981048","success",""
"1011597","success",""
"1029727","success",""
"1107436","success",""
"1251694","success",""
"1548256","success",""
"648922","success",""
"697135","success",""
"806230","success",""
"828056","success",""
"864522","success",""
"956774","success",""
"1009720","success",""
"1024901","success",""
"1041276","success",""
"1094493","success",""
"1120743","success",""
"1195391","success",""
"1330177","success",""
"634186","success",""
"643326","success",""
"754384","success",""
"786643","success",""
"822921","success",""
"836692","success",""
"837410","success",""
"882320","success",""
"967151","success",""
"1005183","success",""
"1117468","success",""
"1188710","success",""
"1206728","success",""
"1216629","success",""
"647776","success",""
"683992","success",""
"699795","success",""
"843900","success",""
"877099","success",""
"910604","success",""
"929209","success",""
"974226","success",""
"1013304","success",""
"1062322","success",""
"1118094","success",""
"1146500","success",""
"1399843","success",""
"691626","success",""
"704854","success",""
"731336","success",""
"882119","success",""
"882679","success",""
"933747","success",""
"957107","success",""
"1024726","success",""
"1033650","success",""
"1060873","success",""
"1115807","success",""
"1194533","success",""
"1197206","success",""
"651121","success",""
"654215","success",""
"668343","success",""
"798706","success",""
"873741","success",""
"909659","success",""
"953551","success",""
"960051","success",""
"983967","success",""
"996553","success",""
"1002161","success",""
"1036895","success",""
"1049414","success",""
"1568561","success",""
"1582516","success",""
"1601086","success",""
"1658949","success",""
"1755427","success",""
"1792460","success",""
"1936169","success",""
"1973455","success",""
"2149341","success",""
"2416744","success",""
"2595734","success",""
"3092634","success",""
"3123835","success",""
"1638165","success",""
"2372662","success",""
"2512680","success",""
"2596644","success",""
"2907711","success",""
"3033980","success",""
"3229850","success",""
"3318147","success",""
"3663297","success",""
"3800641","success",""
"3960931","success",""
"4040628","success",""
"4073559","success",""
"1626894","success",""
"1707230","success",""
"1760397","success",""
"1764294","success",""
"1775074","success",""
"1890692","success",""
"1891570","success",""
"2023911","success",""
"2395600","success",""
"2463349","success",""
"2513159","success",""
"2886475","success",""
"3089982","success",""
"1252664","success",""
"1273587","success",""
"1408321","success",""
"1582864","success",""
"1647204","success",""
"1870660","success",""
"1899980","success",""
"2075628","success",""
"2099818","success",""
"2143717","success",""
"2973366","success",""
